,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
9990,CERTIFIED-WITHDRAWN,"EPSON AMERICA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, SYSTEMS DEVELOPMENT, FINANCE",Y,149178,2016,"LONG BEACH, CALIFORNIA",-118.1937395,33.7700504
10033,CERTIFIED-WITHDRAWN,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125,2016,"ROLLING MEADOWS, ILLINOIS",-88.0131275,42.0841936
10101,CERTIFIED-WITHDRAWN,EMC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR DIRECTOR, SOFTWARE ENGINEERING",Y,177112,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
10158,CERTIFIED-WITHDRAWN,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,79643,2016,"OMAHA, NEBRASKA",-95.9979883,41.2523634
10195,CERTIFIED-WITHDRAWN,EMC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, PIVOTAL TECHNICAL STAFF",Y,137155,2016,"BEAVERTON, OREGON",-122.8037102,45.487062
10197,CERTIFIED-WITHDRAWN,"DECITECH CONSULTING, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,COMPUTER INFORMATION SYSTEMS MANAGER,Y,106163,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
10236,CERTIFIED-WITHDRAWN,COLORCON INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, GLOBAL APPLICATIONS DEVELOPMENT",Y,116200,2016,"HARLEYSVILLE, PENNSYLVANIA",-75.3871206,40.2795476
10288,CERTIFIED-WITHDRAWN,"CATALINA LABS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,VICE PRESIDENT OF PRODUCT,Y,213803,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
10300,CERTIFIED-WITHDRAWN,"VONAGE BUSINESS NETWORKS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL OPERATIONS MANAGER,Y,103813,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
10335,CERTIFIED-WITHDRAWN,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER - DELIVERY,Y,106746,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
10358,CERTIFIED-WITHDRAWN,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER - DELIVERY,Y,104915,2016,"PARSIPPANY, NEW JERSEY",-74.4173877,40.8652865
10535,CERTIFIED-WITHDRAWN,"HOTWIRE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, SOFTWARE DEVELOPMENT",Y,160705,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
10559,CERTIFIED-WITHDRAWN,"BEACHBODY, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR DIRECTOR, SOFTWARE ENGINEERING",Y,175947,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
10700,CERTIFIED-WITHDRAWN,XAVIENT INFORMATION SYSTEMS INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR OF CLIENT SERVICES,Y,133099,2016,"HERNDON, VIRGINIA",-77.3860976,38.9695545
10807,CERTIFIED-WITHDRAWN,XAVIENT INFORMATION SYSTEMS INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR OF CLIENT SERVICES,Y,133099,2016,"HERNDON, VIRGINIA",-77.3860976,38.9695545
10904,CERTIFIED-WITHDRAWN,DELTA DENTAL OF CALIFORNIA,COMPUTER AND INFORMATION SYSTEMS MANAGERS,APPLICATION DEVELOPMENT MANAGER - WEB APPLICATIONS,Y,145725,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
11148,CERTIFIED-WITHDRAWN,"FANATICS RETAIL GROUP FULFILLMENT, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,CIS MANAGER,Y,173056,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
11178,CERTIFIED-WITHDRAWN,VIRTUSA CORP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR MANAGER,Y,138133,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
11279,CERTIFIED-WITHDRAWN,SONY CORPORATION OF AMERICA,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR DIRECTOR, RISK",Y,155938,2016,"HERNDON, VIRGINIA",-77.3860976,38.9695545
11288,CERTIFIED-WITHDRAWN,SYNTEL INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,92019,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
11423,CERTIFIED-WITHDRAWN,APPIAN CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER OF QUALITY ENGINEERING,Y,112278,2016,"RESTON, VIRGINIA",-77.3570028,38.9586307
11529,CERTIFIED-WITHDRAWN,"ETSY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,COMPUTER AND INFORMATION SYSTEMS ENGINEERING MANAGER,Y,138133,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
11559,CERTIFIED-WITHDRAWN,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,92019,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
11587,CERTIFIED-WITHDRAWN,"BJ'S WHOLESALE CLUB, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SAP SUPPORT MANAGER,Y,140629,2016,"WESTBOROUGH, MASSACHUSETTS",-71.6161294,42.2695216
11628,CERTIFIED-WITHDRAWN,"UBER TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,173056,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
11779,CERTIFIED-WITHDRAWN,SNUVIK TECHNOLOGIES INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,BUSINESS INTELLIGENCE TOWER MANAGER,Y,154440,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
11793,CERTIFIED-WITHDRAWN,"NORDSTROM, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER,Y,153213,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
12088,CERTIFIED-WITHDRAWN,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,97822,2016,"COLORADO SPRINGS, COLORADO",-104.8213634,38.8338816
12160,CERTIFIED-WITHDRAWN,EMC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR. MANAGER, TECHNICAL PROGRAM MANAGEMENT, GLOBAL SERVICES",Y,129064,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
12202,CERTIFIED-WITHDRAWN,AMAZON CORPORATE LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER,Y,153213,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
12244,CERTIFIED-WITHDRAWN,"TECH MAHINDRA (AMERICAS), INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,143749,2016,"MIDDLETOWN, NEW JERSEY",-74.0915982,40.3968012
12276,CERTIFIED-WITHDRAWN,SYNTEL INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,78915,2016,"BRENTWOOD, TENNESSEE",-86.7827772,36.0331164
12517,CERTIFIED-WITHDRAWN,"EXPEDIA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, SOFTWARE DEVELOPMENT",Y,133077,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
12852,CERTIFIED-WITHDRAWN,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,81786,2016,"WILLIAMSVILLE, NEW YORK",-78.7378091,42.963947
13126,CERTIFIED-WITHDRAWN,BROADPOINT TECHNOLOGIES,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGING CONSULTANT,Y,164570,2016,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
13146,CERTIFIED-WITHDRAWN,APPLE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS DESIGN MGR,Y,159099,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
13254,CERTIFIED-WITHDRAWN,OLLO WEARABLES INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNICAL OFFICER (CTO),Y,115585.6,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
13255,CERTIFIED-WITHDRAWN,"SUSQUEHANNA INTERNATIONAL GROUP, LLP",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNOLOGY MANAGER - PLATFORM ENGINEERING,Y,178256,2016,"BALA CYNWYD, PENNSYLVANIA",-75.2304038,40.0131418
13267,CERTIFIED-WITHDRAWN,"NOMINUM, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR PRODUCT MANAGER,Y,118414,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
13343,CERTIFIED-WITHDRAWN,"PRECISION GLOBAL CONSULTING, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,97198,2016,"MISSOURI CITY, TEXAS",-95.5377215,29.6185669
13439,CERTIFIED-WITHDRAWN,"SAMSUNG SEMICONDUCTOR, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR. MANAGER, SOFTWARE DEVELOPMENT",Y,154440,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
13480,CERTIFIED-WITHDRAWN,"ATLASSIAN, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SITE RELIABILITY ENGINEERING TEAM LEAD,Y,104333,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
13482,CERTIFIED-WITHDRAWN,"TWITTER, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, UI DESIGN",Y,214947,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
13488,CERTIFIED-WITHDRAWN,EMC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, SOFTWARE ENGINEERING",N,54330,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
13539,CERTIFIED-WITHDRAWN,"BLACKROCK INVESTMENT MANAGEMENT, LLC",FINANCIAL MANAGERS,VICE PRESIDENT,Y,136552,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13540,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,FINANCIAL MANAGERS,SENIOR FINANCE MANAGER,Y,102856,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
13543,CERTIFIED-WITHDRAWN,"CAPITAL IQ, INC.",FINANCIAL MANAGERS,VICE PRESIDENT OF STRATEGIC ACCOUNTS,Y,175282,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13544,CERTIFIED-WITHDRAWN,RBS SECURITIES INC.,FINANCIAL MANAGERS,ASIA PRODUCT SPECIALIST FOR MULTINATIONAL CORPORATIONS,Y,135803,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
13547,CERTIFIED-WITHDRAWN,MICROSOFT CORPORATION,FINANCIAL MANAGERS,SENIOR FINANCE MANAGER,Y,101920,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
13548,CERTIFIED-WITHDRAWN,"ZAZZLE, INC",FINANCIAL MANAGERS,DIRECTOR OF FP&A,Y,164861,2016,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
13549,CERTIFIED-WITHDRAWN,H.J. HEINZ COMPANY,FINANCIAL MANAGERS,ASSOCIATE DIRECTOR FINANCE-BBP,Y,126360,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
13551,CERTIFIED-WITHDRAWN,"AMERICAN INTERNATIONAL GROUP, INC.",FINANCIAL MANAGERS,"MANAGER, RISK REPORTING",Y,141835,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13554,CERTIFIED-WITHDRAWN,"THE GAP, INC.",FINANCIAL MANAGERS,FINANCE MANAGER,Y,92976,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
13560,CERTIFIED-WITHDRAWN,THE OCTAGON GROUP CORPORATION,TREASURERS AND CONTROLLERS,CONTROLLER,Y,93933,2016,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
13561,CERTIFIED-WITHDRAWN,"EFFEX CAPITAL, LLC",FINANCIAL MANAGERS,"DIRECTOR, BUSINESS DEVELOPMENT",Y,180294,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
13562,CERTIFIED-WITHDRAWN,"C&C NORTH AMERICA, INC.",FINANCIAL MANAGERS,FINANCIAL PLANNING AND ANALYSIS,Y,108014,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
13563,CERTIFIED-WITHDRAWN,"PEARSON EDUCATION, INC.",FINANCIAL MANAGERS,FINANCE DIRECTOR,Y,141835,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13567,CERTIFIED-WITHDRAWN,MAVENIR SYSTEMS INC.,FINANCIAL MANAGERS,FINANCIAL REPORTING MANAGER,Y,99029,2016,"RICHARDSON, TEXAS",-96.7298519,32.9483335
13569,CERTIFIED-WITHDRAWN,CLS BANK INTERNATIONAL,FINANCIAL MANAGERS,MANAGING DIRECTOR (HEAD OF THE CURRENCY PROGRAM),Y,220813,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13571,CERTIFIED-WITHDRAWN,"MEDICAL MANAGEMENT INTERNATIONAL, INC.",FINANCIAL MANAGERS,"SENIOR MANAGER, COMMERCIAL",Y,111758,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
13574,CERTIFIED-WITHDRAWN,BARCLAYS CAPITAL INC.,FINANCIAL MANAGERS,"VICE PRESIDENT, GLOBAL DISTRIBUTION, INVESTOR SOLUTIONS",Y,145101,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13576,CERTIFIED-WITHDRAWN,CITADEL LLC,FINANCIAL MANAGERS,PORTFOLIO MANAGER,Y,220813,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13577,CERTIFIED-WITHDRAWN,"SANTANDER BANK, N.A.",FINANCIAL MANAGERS,REGULATORY REPORTING MANAGER II,Y,133931,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
13578,CERTIFIED-WITHDRAWN,INDIANA UNIVERSITY,FINANCIAL MANAGERS,DIRECTOR OF BUDGET ADMINISTRATION,Y,90896,2016,"KOKOMO, INDIANA",-86.1336033,40.486427
13580,CERTIFIED-WITHDRAWN,RBS SECURITIES INC.,FINANCIAL MANAGERS,"DIRECTOR, RATES TRADING",Y,204485,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
13581,CERTIFIED-WITHDRAWN,NUMI INC.,FINANCIAL MANAGERS,ACCOUNTING MANAGER,Y,77293,2016,"OAKLAND, CALIFORNIA",-122.2711137,37.8043637
13582,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,FINANCIAL MANAGERS,EXECUTIVE DIRECTOR,Y,220813,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13583,CERTIFIED-WITHDRAWN,CORNING INCORPORATED,FINANCIAL MANAGERS,GLOBAL FIBER MANUFACTURING CONTROLLER,Y,108285,2016,"WILMINGTON, NORTH CAROLINA",-77.9447102,34.2257255
13587,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13588,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13589,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13592,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13593,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13595,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13596,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,Y,82900,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13602,CERTIFIED-WITHDRAWN,"NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH, PA.",FINANCIAL MANAGERS,"MANAGER, PREDICTIVE MODELING ANALYTICS",Y,107245,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13604,CERTIFIED-WITHDRAWN,"JAB HOLDING COMPANY, LLC",FINANCIAL MANAGERS,STRATEGIC FINANCE DIRECTOR,Y,205130,2016,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
13605,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,FINANCIAL MANAGERS,PRIVATE BANKER (EXECUTIVE DIRECTOR),Y,220813,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13606,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,CONSUMER MANAGEMENT ASSOCIATE,Y,81300,2016,"LONG ISLAND CITY, NEW YORK",-73.9485424,40.744679
13609,CERTIFIED-WITHDRAWN,"NOMURA SECURITIES INTERNATIONAL, INC.",FINANCIAL MANAGERS,"VICE PRESIDENT, TRADER",Y,145101,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13610,CERTIFIED-WITHDRAWN,PACIFIC GLOBAL ADVISORS LLC,FINANCIAL MANAGERS,"VICE PRESIDENT, QUANTITATIVE MODELER/DEVELOPER",Y,138400,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13611,CERTIFIED-WITHDRAWN,"BOIRON, INC.",FINANCIAL MANAGERS,FINANCE DIRECTOR,Y,117936,2016,"NEWTOWN SQUARE, PENNSYLVANIA",-75.4007058,39.9868904
13613,CERTIFIED-WITHDRAWN,SCHLUMBERGER TECHNOLOGY CORPORATION,FINANCIAL MANAGERS,CONTROLLER - PATHFINDER NAL,Y,113173,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
13622,CERTIFIED-WITHDRAWN,"AIG PC GLOBAL SERVICES, INC.",FINANCIAL MANAGERS,REGIONAL CREDIT OFFICER - LATIN AMERICA DIVISION,Y,145850,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
13623,CERTIFIED-WITHDRAWN,"EXPEDIA, INC.",FINANCIAL MANAGERS,"MANAGER, ORACLE BUSINESS TRANSFORMATION TEAM",Y,101192,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
13624,CERTIFIED-WITHDRAWN,"AIG PC GLOBAL SERVICES, INC.",FINANCIAL MANAGERS,"CONSUMER HEAD, LATIN AMERICA",Y,167024,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
13631,CERTIFIED-WITHDRAWN,"JOHNSON CONTROLS, INC.",FINANCIAL MANAGERS,FINANCE MANAGER,Y,95326,2016,"PLYMOUTH, MICHIGAN",-83.4702132,42.3714253
13634,CERTIFIED-WITHDRAWN,OPEN ROAD FILMS LLC,FINANCIAL MANAGERS,FINANCIAL PLANNING AND ANALYSIS MANAGER,Y,88150,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
13650,CERTIFIED-WITHDRAWN,MORGAN STANLEY BANK N.A.,FINANCIAL MANAGERS,EXECUTIVE DIRECTOR,Y,227178,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13658,CERTIFIED-WITHDRAWN,OPEN ROAD FILMS LLC,FINANCIAL MANAGERS,FINANCIAL PLANNING AND ANALYSIS MANAGER,Y,88150,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
13659,CERTIFIED-WITHDRAWN,"CITIBANK, N.A.",FINANCIAL MANAGERS,FINANCIAL MANAGEMENT ASSOCIATE,N,67226,2016,"ELK GROVE VILLAGE, ILLINOIS",-87.9703461,42.0039178
13711,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL MANAGERS,VICE PRESIDENT,Y,227178,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13720,CERTIFIED-WITHDRAWN,LENDINGCLUB CORPORATION,FINANCIAL MANAGERS,"VICE-PRESIDENT (VP), PERSONAL LOAN CREDIT LEAD",Y,217568,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
13760,CERTIFIED-WITHDRAWN,"HALLIBURTON ENERGY SERVICES, INC.",FINANCIAL MANAGERS,MANAGER-ACCOUNTING,Y,116397,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
13810,CERTIFIED-WITHDRAWN,"AIG EMPLOYEE SERVICES, INC.",FINANCIAL MANAGERS,PROJECT MANAGER,Y,108118,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
13884,CERTIFIED-WITHDRAWN,PINEBRIDGE INVESTMENTS LLC,FINANCIAL MANAGERS,"VICE PRESIDENT, PORTFOLIO MANAGER",Y,187491,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
13910,CERTIFIED-WITHDRAWN,ECOLAB USA INC.,FINANCIAL MANAGERS,FINANCE MANAGER,Y,82659,2016,"SAINT PAUL, MINNESOTA",-93.0899578,44.9537029
13952,CERTIFIED-WITHDRAWN,PINEBRIDGE INVESTMENTS LLC,FINANCIAL MANAGERS,PRIVATE EQUITY OPERATIONS MANAGER,Y,108118,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14038,CERTIFIED-WITHDRAWN,"SABA CAPITAL MANAGEMENT, L.P.",FINANCIAL MANAGERS,MANAGING DIRECTOR,Y,227178,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14150,CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,FINANCIAL MANAGERS,MANAGING DIRECTOR,Y,227178,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14156,CERTIFIED-WITHDRAWN,UNITED COMMUNITY BANK,FINANCIAL MANAGERS,"VICE PRESIDENT & DFAST, CAPITAL AND FORECASTING MANAGER",Y,109595,2016,"BLAIRSVILLE, GEORGIA",NA,NA
14161,CERTIFIED-WITHDRAWN,DAKKOTA INTEGRATED SYSTEMS LLC,FINANCIAL MANAGERS,OPERATIONS CONTROLLER,Y,96491,2016,"ROCHESTER HILLS, MICHIGAN",-83.1499322,42.6583661
14228,CERTIFIED-WITHDRAWN,SOCIETE GENERALE,FINANCIAL MANAGERS,DIRECTOR,Y,147805,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14402,CERTIFIED-WITHDRAWN,"AIG EMPLOYEE SERVICES, INC.",FINANCIAL MANAGERS,"DIRECTOR, INTERNATIONAL GOVERNMENT AFFAIRS",Y,147805,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14425,CERTIFIED-WITHDRAWN,"ALTA DEVICES, INC.",FINANCIAL MANAGERS,"DIRECTOR, FINANCE",Y,166379.2,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
14447,CERTIFIED-WITHDRAWN,WELLINGTON FINANCIAL USA FUND (V) INC.,FINANCIAL MANAGERS,VICE PRESIDENT,Y,99050,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
14726,CERTIFIED-WITHDRAWN,NANHUA USA LLC,FINANCIAL MANAGERS,GENERAL MANAGER - SETTLEMENT,N,67226,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
14754,CERTIFIED-WITHDRAWN,JPMORGAN CHASE & CO.,FINANCIAL MANAGERS,"VICE PRESIDENT, EMERGING MARKETS SALES",Y,147805,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
14963,CERTIFIED-WITHDRAWN,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,FINANCIAL MANAGERS,"DIRECTOR E, ASSOC DIRECTOR OF INVESTMENTS",Y,161824,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
15091,CERTIFIED-WITHDRAWN,WESTPAC BANKING CORPORATION,FINANCIAL MANAGERS,ASSOCIATE DIRECTOR,Y,180294,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
15092,CERTIFIED-WITHDRAWN,PARIBAS NORTH AMERICA,FINANCIAL MANAGERS,DIRECTOR,Y,218774,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
15096,CERTIFIED-WITHDRAWN,METALLIC GOLDFIELD INC.,FINANCIAL MANAGERS,PROJECT FINANCIAL MANAGER,Y,98966,2016,"RENO, NEVADA",-119.8138027,39.5296329
15098,CERTIFIED-WITHDRAWN,THE VANGUARD GROUP,FINANCIAL MANAGERS,SENIOR LINE MANAGER,Y,156021,2016,"MALVERN, PENNSYLVANIA",-75.5138118,40.0362184
15102,CERTIFIED-WITHDRAWN,OZ MANAGEMENT LP,FINANCIAL MANAGERS,PRIVATE EQUITY CONTROLLER,Y,187491,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
15231,CERTIFIED-WITHDRAWN,BMO CAPITAL MARKETS CORP.,FINANCIAL MANAGERS,"VICE PRESIDENT, FINANCIAL INSTITUTIONS",Y,147805,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
15350,CERTIFIED-WITHDRAWN,CARDIAC SCIENCE CORPORATION,TREASURERS AND CONTROLLERS,FINANCE MANAGER,N,66435,2016,"WAUKESHA, WISCONSIN",-88.2314813,43.0116784
15356,CERTIFIED-WITHDRAWN,GENZYME THERAPEUTIC PRODUCTS LIMITED PARTNERSHIP,INDUSTRIAL PRODUCTION MANAGERS,"MANAGER, MEDIA/BUFFER OPERATIONS, MTS OPERATIONS",Y,121254,2016,"ALLSTON, MASSACHUSETTS",-71.1337112,42.3539038
15358,CERTIFIED-WITHDRAWN,EMD MILLIPORE CORPORATION,INDUSTRIAL PRODUCTION MANAGERS,QUALITY ENGINEER II,N,61672,2016,"JAFFREY, NEW HAMPSHIRE",NA,NA
15359,CERTIFIED-WITHDRAWN,MICROBOARDS MANUFACTURING LLC,INDUSTRIAL PRODUCTION MANAGERS,MANUFACTURING MANAGER,Y,87506,2016,"CHANHASSEN, MINNESOTA",-93.5323103,44.8619645
